Retailer Name,Location,City,State,Country,Region,Activity Start Date,Activity End Date,Brand Model #,Brand Name,Category,Trademark,Three Files,Piano Sound,Distributor,Country of Origin,Manufacture Date,Price,Evidence 
Khosla Electronics,37 Syed Amir Ali Ave Park Circus Ballygunge Kolkata West Bengal 700019,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,H-43Z17,Hyundai,DMT,No,No,No,Veira Electronics Private Limited,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb06
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32D7545,VU,DMT,No,Yes,Holiday 2,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,17000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c33e
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32R300,TCL ,DMT,No,Yes,Holiday 2,Mirc Electronics Ltd,India,,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c33c
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R300,TCL ,DMT,Yes,Yes,Holiday 2,Mirc Electronics Ltd,India,,29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c33f
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,No,Yes,Holiday 2,Mirc Electronics Ltd,,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c341
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LE185M,SHARP,DMT,No,Yes,Holiday 2,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia,,25990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c340
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24LE175I,SHARP,DMT,No,Yes,Holiday 2,PT. SHARP ELECTRONICS INDONESIA,Indonesia,,14990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c33a
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32AB2MHCG,SHARP,DMT,No,Yes,Holiday 2,,,,27990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c33d
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40AB2MHCG,SHARP,DMT,No,Yes,Holiday 2,,,,25990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c343
Reliance Digital,"32, Jagat Banerjee Ghat Road, Shalkia Howrah 711102, West Bengal",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24F2480,RECONNECT,DMT,No,Yes,Holiday 2,Dixon Technologies (India) Ltd,India,2018,14990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c339
Raipur Electronics,"3/6 RAJ KRISHNA CHATTERJEE ROAD KASBA, Kolkata, West Bengal 700042",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,GL32H0B0ZS,LLOYD,DMT,No,Yes,Both,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,18000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caa9
Raipur Electronics,"3/6 RAJ KRISHNA CHATTERJEE ROAD KASBA, Kolkata, West Bengal 700042",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32H20MS,LLOYD,DMT,No,Yes,Both,Havells India Ltd. ,India,,20500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caaa
Raipur Electronics,"3/6 RAJ KRISHNA CHATTERJEE ROAD KASBA, Kolkata, West Bengal 700042",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L43F2KOOS,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,30500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caac
Raipur Electronics,"3/6 RAJ KRISHNA CHATTERJEE ROAD KASBA, Kolkata, West Bengal 700042",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32H2M0QX,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,13000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caab
Raipur Electronics,"3/6 RAJ KRISHNA CHATTERJEE ROAD KASBA, Kolkata, West Bengal 700042",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L55U2COKA,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,52000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caad
Great Eastern,"290, Grand Trunk Rd, Naora, Shibpur, Howrah, West Bengal 711102",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32A2A11A,SKYWORTH,DMT,No,Yes,Holiday 2,Skyquad Electronics & Appliances Pvt. Ltd.,India,2019,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c344
Great Eastern,"290, Grand Trunk Rd, Naora, Shibpur, Howrah, West Bengal 711102",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40A2A11A,SKYWORTH,DMT,No,Yes,Holiday 2,Dixon Technologies (India) Ltd,India,2018,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c346
Great Eastern,"290, Grand Trunk Rd, Naora, Shibpur, Howrah, West Bengal 711102",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE55B9500,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,59990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c349
Great Eastern,"290, Grand Trunk Rd, Naora, Shibpur, Howrah, West Bengal 711102",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE40K6500AG,Haier,DMT,No,Yes,Both,SHENZHEN MTC CO LTD,China,2019,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c347
Great Eastern,"290, Grand Trunk Rd, Naora, Shibpur, Howrah, West Bengal 711102",Howrah,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE50B9000M,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,2019,50990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c34a
Capital Electronics,"22, Grand Trunk Rd, Choura Bustee, Maidan, Howrah, West Bengal 711101, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24W1900,SKYWORTH,DMT,No,Yes,Holiday 2,Skyquad Electronics & Appliances Pvt. Ltd.,India,,10990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c358
Capital Electronics,"22, Grand Trunk Rd, Choura Bustee, Maidan, Howrah, West Bengal 711101, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,SKY32,SKY,DMT,No,Yes,Holiday 2,,India,,22650,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c356
Capital Electronics,"22, Grand Trunk Rd, Choura Bustee, Maidan, Howrah, West Bengal 711101, India",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HFS,ONIDA,DMT,No,Yes,Holiday 2,Mirc Electronics Ltd,India,2018,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c357
Khosla Electronics,"21, Maulana Abul Kalam Azad Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32GS595DX,PANASONIC ,DMT,No,No,Holiday 2,,,2019,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2bc
Khosla Electronics,"21, Maulana Abul Kalam Azad Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32N2S,LLOYD,DMT,Yes,No,Holiday 2,Havells India Ltd. ,India,2019,25790,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2b9
Khosla Electronics,"21, Maulana Abul Kalam Azad Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LK628BPTF,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2b6
Khosla Electronics,"21, Maulana Abul Kalam Azad Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LK616BPTB,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2018,29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2b7
Khosla Electronics,"21, Maulana Abul Kalam Azad Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LK526BPTA,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,17490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2b8
Khosla Electronics,"21, Maulana Abul Kalam Azad Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24LH454A,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2be
Khosla Electronics,"21, Maulana Abul Kalam Azad Rd, Babudanga, Mali Panchghara, Howrah, West Bengal 711106",Howrah,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43UM7300,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,55990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2bb
Calcutta Pistons,20B British Indian Street Kolkatta-700069,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40,Oscar,DMT,No,No,No,OSCAR INDIA ELECTRONICS PRIVATE LIMITED,India,,17000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb0f
Calcutta Pistons,20B British Indian Street Kolkatta-700069,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24,Oscar,DMT,No,No,No,OSCAR INDIA ELECTRONICS PRIVATE LIMITED,India,,7500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb11
Calcutta Pistons,20B British Indian Street Kolkatta-700069,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43 Smart,Oscar,DMT,No,Yes,No,OSCAR INDIA ELECTRONICS PRIVATE LIMITED,India,,20500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb10
Calcutta Pistons,20B British Indian Street Kolkatta-700069,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LEO24HI,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,8500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb0e
Calcutta Pistons,20B British Indian Street Kolkatta-700069,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32KYR,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,11500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb0d
Calcutta Pistons,20B British Indian Street Kolkatta-700069,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32T8361HD,MICROMAX,DMT,No,No,No,BHAGWATI PRODUCTS LIMITED,India,,10490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb0c
Calcutta Pistons,20B British Indian Street Kolkatta-700069,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L43M5-AN,Mi,DMT,No,Yes,Holiday 1,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,,20000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cb0b
Reliance Digital,"203, Second Floor, Infinity Mall, Link Road, Malad West, Mumbai 400064, Maharashtra",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55P8E,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,35990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a4
Reliance Digital,"203, Second Floor, Infinity Mall, Link Road, Malad West, Mumbai 400064, Maharashtra",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43W672G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,,44990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2aa
Reliance Digital,"203, Second Floor, Infinity Mall, Link Road, Malad West, Mumbai 400064, Maharashtra",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43RU7100,Samsung,DMT,No,Yes,Both,Dixon Technologies (India) Ltd,India,,47900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a9
Reliance Digital,"203, Second Floor, Infinity Mall, Link Road, Malad West, Mumbai 400064, Maharashtra",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H3281,RECONNECT,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,8990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a7
Reliance Digital,"203, Second Floor, Infinity Mall, Link Road, Malad West, Mumbai 400064, Maharashtra",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43F4390,RECONNECT,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2a8
Reliance Digital,"203, Second Floor, Infinity Mall, Link Road, Malad West, Mumbai 400064, Maharashtra",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-43GX500DX,PANASONIC ,DMT,No,Yes,Both,Panasonic India Pvt. Ltd,,,39990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ac
Reliance Digital,"203, Second Floor, Infinity Mall, Link Road, Malad West, Mumbai 400064, Maharashtra",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43LM6360,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,41990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ab
Khosla Electronics,"190/1, Ulttadanga Main Road, Daspara, Ultadanga, Kolkata, West Bengal 700067",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,33HS 680A,LLOYD,DMT,No,No,No,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,14000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca9e
Khosla Electronics,"190/1, Ulttadanga Main Road, Daspara, Ultadanga, Kolkata, West Bengal 700067",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32H2M0QX,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,16700,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca9d
Khosla Electronics,"190/1, Ulttadanga Main Road, Daspara, Ultadanga, Kolkata, West Bengal 700067",Kolkata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,H-43Z17,Hyundai,DMT,No,No,No,Veira Electronics Private Limited,India,,25990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca9c
Kirti Appliances,17 ROYD STREET NEAR ELLIOT ROAD BATA CROSSING PARK STREET Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32E200DX,PANASONIC ,DMT,No,Yes,No,Dixon Technologies (India) Ltd,India,,12500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cafb
Kirti Appliances,17 ROYD STREET NEAR ELLIOT ROAD BATA CROSSING PARK STREET Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-24G100DX,PANASONIC ,DMT,No,No,No,Dixon Technologies (India) Ltd,India,,9000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cafc
Kirti Appliances,17 ROYD STREET NEAR ELLIOT ROAD BATA CROSSING PARK STREET Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HOC1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,12500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caf9
Kirti Appliances,17 ROYD STREET NEAR ELLIOT ROAD BATA CROSSING PARK STREET Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LEO24HI,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,9200,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cafa
Kirti Appliances,17 ROYD STREET NEAR ELLIOT ROAD BATA CROSSING PARK STREET Kolkata West Bengal 700016,Kolkata,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Consistent,DMT,No,No,No,,,,8900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caf8
Om Surya,16 Model Hosue Punjagutta Dwarakapuri Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Videocon,DMT,No,No,No,,,,11000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c6
Om Surya,16 Model Hosue Punjagutta Dwarakapuri Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,S3229,Sansui,DMT,No,No,No,,,2017,11000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c5
Om Surya,16 Model Hosue Punjagutta Dwarakapuri Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,S2429F,Sansui,DMT,No,No,No,,,,7700,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0c4
Om Surya,16 Model Hosue Punjagutta Dwarakapuri Punjagutta Hyderabad Telangana 500082,Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,F&D,DMT,No,No,No,,,,10000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245d0cd
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32T02A,Videocon,DMT,No,No,No,,,,16990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca53
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43A2A11A,SKYWORTH,DMT,No,Yes,No,,,,23990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca4b
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Oscar,DMT,No,No,No,OSCAR INDIA ELECTRONICS PRIVATE LIMITED,India,,10500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca51
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HOF,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,10500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca4f
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43FB1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca50
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Mitashi,DMT,No,No,No,,,,20990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca4e
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L39FN2,LLOYD,DMT,No,Yes,Holiday 1,Havells India Ltd. ,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca4d
Capital Electronics,"14/4, Gariahat Road, Kolkata, West Bengal 700019",Kokata,West Bengal,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE49B7000,Haier,DMT,No,Yes,Holiday 1,HKC CORPORATION LIMITED,China,,37990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca4c
Ranka Digi,114 MG Road Opposite Royal Bakery Camp Pune Maharashtra 411001,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,SkyVu,DMT,No,No,No,,,,16990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caec
Ranka Digi,114 MG Road Opposite Royal Bakery Camp Pune Maharashtra 411001,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24HG,ONIDA,DMT,No,Yes,No,Mirc Electronics Ltd,India,,8500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caed
Ranka Digi,114 MG Road Opposite Royal Bakery Camp Pune Maharashtra 411001,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32HF,ONIDA,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,13890,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caee
Ranka Digi,114 MG Road Opposite Royal Bakery Camp Pune Maharashtra 411001,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43UHD,ONIDA,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,33090,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caf0
Ranka Digi,114 MG Road Opposite Royal Bakery Camp Pune Maharashtra 411001,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40FID-R,ONIDA,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,24100,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caef
Reliance Digital,1000 Ground Floor SJR Celestia Sarjapur Main Rd Kaikondrahalli Bengaluru Karnataka 560102,Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,558E,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,34990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c45c
Reliance Digital,1000 Ground Floor SJR Celestia Sarjapur Main Rd Kaikondrahalli Bengaluru Karnataka 560102,Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R300,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,9900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c45b
Reliance Digital,1000 Ground Floor SJR Celestia Sarjapur Main Rd Kaikondrahalli Bengaluru Karnataka 560102,Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC-40LE380X,SHARP,DMT,Yes,Yes,Both,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia,,27990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c458
